catalog_id,initial,language,github_rank_2026_q1,github_pushers_2026_q1_approx,stackoverflow_rank_2025,stackoverflow_used_pct_2025,tiobe_rank_2026_09,tiobe_rating_pct_2026_09,country_breakdown_status,gender_breakdown_status,catalog_source
452,P,Picolisp,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
453,P,Pict,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
454,P,Pike,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
455,P,PILOT,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
456,P,Pipelines,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
457,P,Pizza,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
458,P,PL-11,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
459,P,PL/0,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
460,P,PL/B,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
461,P,PL/C,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
462,P,PL/I,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
463,P,PL/M,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
464,P,PL/P,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
465,P,PL/S,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
466,P,PL/SQL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
467,P,PL360,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
468,P,PLANC,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
469,P,Plankalkül,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
470,P,Planner,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
471,P,PLEX,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
472,P,PLEXIL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
473,P,Plus,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
474,P,Pony,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
475,P,POP-11,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
476,P,POP-2,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
477,P,PostScript,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
478,P,PortablE,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
479,P,POV-Ray SDL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
480,P,PowerBuilder,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
481,P,Powerhouse,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
482,P,PowerShell,,,10,23.2,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
483,P,Polymorphic Programming Language (PPL),,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
484,P,Processing,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
485,P,Processing.js,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
486,P,Prograph,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
487,P,Project Verona,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
488,P,Prolog,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
489,P,PROMAL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
490,P,Promela,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
491,P,PROSE modeling language,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
492,P,PROTEL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
493,P,Pro*C,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
494,P,Pure,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
495,P,Pure Data,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
496,P,PureScript,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
497,P,Python,2,4100000,4,57.9,1,17.76,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
498,Q,Q (Kx Systems),,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
499,Q,Q#,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
500,Q,Qalb,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
501,Q,.QL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
502,Q,QPL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
503,Q,QtScript,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
504,Q,QuakeC,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
505,Q,Quantum Computation Language,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
506,R,R,,,21,4.9,9,1.69,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
507,R,R++,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
508,R,Racket,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
509,R,Raku,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
510,R,RAPID,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
511,R,Rapira,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
512,R,Ratfiv,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
513,R,Ratfor,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
514,R,rc,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
515,R,Reason,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
516,R,REBOL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
517,R,Red,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
518,R,Redcode,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
519,R,REFAL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
520,R,ReScript,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
521,R,REXX,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
522,R,Rocq,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
523,R,RPG,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
524,R,RPL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
525,R,RSL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
526,R,RTL/2,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
527,R,Ruby,10,421000,18,6.4,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
528,R,Rust,,,14,14.8,10,1.34,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
529,S,S,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
530,S,S-Lang,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
531,S,S-PLUS,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
532,S,S2,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
533,S,S3,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
534,S,SA-C,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
535,S,SabreTalk,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
536,S,SAIL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
537,S,SAKO,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
538,S,SAS,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
539,S,SASL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
540,S,Sather,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
541,S,Sawzall,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
542,S,SBL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
543,S,Scala,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
544,S,Scheme,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
545,S,Scilab,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
546,S,Scratch,,,,,15,0.99,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
547,S,ScratchJr,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
548,S,Script.NET,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
549,S,Sed,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
550,S,Seed7,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
551,S,Self,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
552,S,SenseTalk,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
553,S,SequenceL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
554,S,Serpent,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
555,S,SETL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
556,S,Short Code,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
557,S,SIGNAL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
558,S,SiMPLE,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
559,S,SIMPOL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
560,S,SIMSCRIPT,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
561,S,Simula,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
562,S,Simulink,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
563,S,SISAL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
564,S,SKILL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
565,S,SLIP,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
566,S,SMALL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
567,S,Smalltalk,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
568,S,SML,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
569,S,Snap!,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
570,S,SNOBOL / SPITBOL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
571,S,Snowball,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
572,S,SOL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
573,S,Solidity,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
574,S,SOPHAEROS,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
575,S,Source,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
576,S,SPARK,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
577,S,Speakeasy,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
578,S,Speedcode,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
579,S,SPIN,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
580,S,SP/k,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
581,S,SPL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
582,S,SPS,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
583,S,SQL,,,3,58.6,8,2.16,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
584,S,SQR,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
585,S,Squeak,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
586,S,Squirrel,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
587,S,SR,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
588,S,S/SL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
589,S,Starlogo,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
590,S,Stata,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
591,S,Stateflow,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
592,S,Strand,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
593,S,Strongtalk,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
594,S,Structured Text,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
595,S,Subtext,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
596,S,SuperCollider,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
597,S,Superplan,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
598,S,SuperTalk,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
599,S,Swift (Apple),,,20,5.4,18,0.83,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
600,S,Swift (parallel scripting),,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
601,S,SYCL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
602,S,SYMPL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
