catalog_id,initial,name,category,layer,kind,primary_language,ecosystem,stackoverflow_rank_2025,stackoverflow_used_pct_2025,stateofjs_used_pct_2025,stateofjs_satisfaction_pct_2025,w3techs_all_websites_pct_2026_09_23,w3techs_js_library_market_share_pct_2026_09_23,country_breakdown_status,gender_breakdown_status,notes,catalog_source
491,S,ServiceStack,.NET web,Server / full-stack / client,Framework / web platform,C# / F#,.NET,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
492,S,shadcn/ui,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
493,S,Sharaf,Scala web,Server / client,Framework / HTTP toolkit,Scala,Scala/JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/lauris/awesome-scala
494,S,Shelf,Dart web,Client / server / full-stack,Framework / web toolkit,Dart,Dart,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
495,S,Shiny,R web,Server / data app,Framework / web app toolkit,R,R,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
496,S,Shiny for Python,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Python,Python,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/vinta/awesome-python
497,S,Shoelace,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
498,S,Silex,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,PHP,PHP,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/ziadoz/awesome-php
499,S,Silicon,C/C++ web,Server / full-stack,Framework / HTTP toolkit,C / C++,C/C++,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
500,S,Silssig,Dart web,Client / server / full-stack,Framework / web toolkit,Dart,Dart,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
501,S,Simple.css,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
502,S,Sinatra,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Ruby,Ruby,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/markets/awesome-ruby
503,S,Sitefox,Clojure web,Server / full-stack / client,Framework / web toolkit,Clojure / ClojureScript,Clojure,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
504,S,Sitegen,Lua web,Server / SSG,Framework / web toolkit,Lua,Lua,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
505,S,SkateJS,Front-end application,Client,Framework / UI library,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_web_frameworks
506,S,Skinny Framework,Scala web,Server / client,Framework / HTTP toolkit,Scala,Scala/JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/lauris/awesome-scala
507,S,Slim,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,PHP,PHP,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/ziadoz/awesome-php
508,S,Smoke Framework,Swift web,Server / SSG,Framework / web toolkit,Swift,Swift,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/matteocrippa/awesome-swift
509,S,Snap,Haskell web,Server / full-stack / SSG,Framework / web toolkit,Haskell,Haskell,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/krispo/awesome-haskell
510,S,SocketCluster,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
511,S,SolidJS,Front-end application,Client,Framework / UI library,JavaScript / TypeScript,JavaScript,,,,89,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_web_frameworks
512,S,SolidStart,Meta / full-stack,Full-stack / SSR / SSG,Meta-framework / full-stack framework,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://2025.stateofjs.com/en-US/libraries/meta-frameworks/
513,S,Soupault,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
514,S,Spark Java,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
515,S,Spectrum Web Components,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
516,S,Sphinx,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
517,S,Spider-Gazelle,Crystal web,Server / full-stack / SSG,Framework / web toolkit,Crystal,Crystal,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
518,S,Spine.js,Front-end application,Client,Framework / UI library,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_web_frameworks
519,S,Spiral,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,PHP,PHP,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/ziadoz/awesome-php
520,S,Spock,Haskell web,Server / full-stack / SSG,Framework / web toolkit,Haskell,Haskell,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/krispo/awesome-haskell
521,S,Spring Boot,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,10,14.7,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
522,S,Spring Cloud Gateway,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
523,S,Spring Framework,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
524,S,Spring MVC,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
525,S,Spring WebFlux,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
526,S,SproutCore,Front-end application,Client,Framework / UI library,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_web_frameworks
527,S,Squatting,Perl web,Server,Framework / web toolkit,Perl,Perl,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
528,S,Starlette,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Python,Python,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/vinta/awesome-python
529,S,Stencil,Front-end application,Client,Framework / UI library,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_web_frameworks
530,S,Stimulus,Front-end application,Client,Framework / UI library,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_web_frameworks
531,S,Stipple,Julia web,Server / full-stack / SSG,Framework / web toolkit,Julia,Julia,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
532,S,Strapi,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,54,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
533,S,Strapi CMS,CMS / web platform,Full-stack content platform,CMS / web platform,Multi-language,CMS,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,Not strictly a framework; retained because major web-technology surveys and real-world stacks include these platforms.,https://survey.stackoverflow.co/2025/technology/
534,S,Streamlit,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Python,Python,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/vinta/awesome-python
535,S,Styx,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
536,S,Suave,.NET web,Server / full-stack / client,Framework / web platform,C# / F#,.NET,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
537,S,Sugar,BEAM web,Server / full-stack,Framework / web toolkit,Elixir / Erlang,BEAM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/h4cc/awesome-elixir
538,S,Svelte,Front-end application,Client,Framework / UI library,JavaScript / TypeScript,JavaScript,17,7.2,,86,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_web_frameworks
539,S,SvelteKit,Meta / full-stack,Full-stack / SSR / SSG,Meta-framework / full-stack framework,JavaScript / TypeScript,JavaScript,,,,88,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://2025.stateofjs.com/en-US/libraries/meta-frameworks/
540,S,Swifter,Swift web,Server / SSG,Framework / web toolkit,Swift,Swift,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/matteocrippa/awesome-swift
541,S,Sycamore,Rust web,Server / full-stack / client / SSG,Framework / web toolkit,Rust,Rust,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
542,S,Symfony,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,PHP,PHP,23,4.0,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/ziadoz/awesome-php
543,S,Symfony UX,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,PHP,PHP,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/ziadoz/awesome-php
544,S,Syro,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Ruby,Ruby,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/markets/awesome-ruby
545,T,Tachyons,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
546,T,Tacit,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
547,T,Tailwind CSS,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
548,T,Takes,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
549,T,TanStack Start,Meta / full-stack,Full-stack / SSR / SSG,Meta-framework / full-stack framework,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://2025.stateofjs.com/en-US/libraries/meta-frameworks/
550,T,Tapir,Scala web,Server / client,Framework / HTTP toolkit,Scala,Scala/JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/lauris/awesome-scala
551,T,Tatsumaki,Perl web,Server,Framework / web toolkit,Perl,Perl,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
552,T,Tempest,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,PHP,PHP,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/ziadoz/awesome-php
553,T,ThinkPHP,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,PHP,PHP,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/ziadoz/awesome-php
554,T,Thruster,Rust web,Server / full-stack / client / SSG,Framework / web toolkit,Rust,Rust,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
555,T,Tide,Rust web,Server / full-stack / client / SSG,Framework / web toolkit,Rust,Rust,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
556,T,tinystruct,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
557,T,Tornado,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Python,Python,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/vinta/awesome-python
558,T,Total.js,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
559,T,Tower Web,Rust web,Server / full-stack / client / SSG,Framework / web toolkit,Rust,Rust,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
560,T,Trailblazer,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Ruby,Ruby,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/markets/awesome-ruby
561,T,TreeFrog,C/C++ web,Server / full-stack,Framework / HTTP toolkit,C / C++,C/C++,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
562,T,Trot,BEAM web,Server / full-stack,Framework / web toolkit,Elixir / Erlang,BEAM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/h4cc/awesome-elixir
563,T,tRPC,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,83,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
564,T,Ts.ED,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
565,T,Turbo,Front-end application,Client,Framework / UI library,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_web_frameworks
566,T,Turbo.lua,Lua web,Server / SSG,Framework / web toolkit,Lua,Lua,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
567,T,TurboGears,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Python,Python,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/vinta/awesome-python
568,T,Twisted Web,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Python,Python,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/vinta/awesome-python
569,T,TYPO3,CMS / web platform,Full-stack content platform,CMS / web platform,Multi-language,CMS,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,Not strictly a framework; retained because major web-technology surveys and real-world stacks include these platforms.,https://survey.stackoverflow.co/2025/technology/
570,U,U.S. Web Design System,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
571,U,Udash,Scala web,Server / client,Framework / HTTP toolkit,Scala,Scala/JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/lauris/awesome-scala
572,U,UIkit,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
573,U,Ulfius,C/C++ web,Server / full-stack,Framework / HTTP toolkit,C / C++,C/C++,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
574,U,Umbraco,.NET web,Server / full-stack / client,Framework / web platform,C# / F#,.NET,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
575,U,Umbraco CMS,CMS / web platform,Full-stack content platform,CMS / web platform,Multi-language,CMS,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,Not strictly a framework; retained because major web-technology surveys and real-world stacks include these platforms.,https://survey.stackoverflow.co/2025/technology/
576,U,UmiJS,Meta / full-stack,Full-stack / SSR / SSG,Meta-framework / full-stack framework,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://2025.stateofjs.com/en-US/libraries/meta-frameworks/
577,U,Unfiltered,Scala web,Server / client,Framework / HTTP toolkit,Scala,Scala/JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/lauris/awesome-scala
578,U,Uno Platform WebAssembly,.NET web,Server / full-stack / client,Framework / web platform,C# / F#,.NET,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
579,U,UnoCSS,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
580,U,uWebSockets.js,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
581,V,Vaadin,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
582,V,Vapor,Swift web,Server / SSG,Framework / web toolkit,Swift,Swift,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/matteocrippa/awesome-swift
583,V,Vendure,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
584,V,Vert.x,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
585,V,Vert.x Web,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
586,V,Vike,Meta / full-stack,Full-stack / SSR / SSG,Meta-framework / full-stack framework,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://2025.stateofjs.com/en-US/libraries/meta-frameworks/
587,V,Vinxi,Meta / full-stack,Full-stack / SSR / SSG,Meta-framework / full-stack framework,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://2025.stateofjs.com/en-US/libraries/meta-frameworks/
588,V,VitePress,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
589,V,Viz,Rust web,Server / full-stack / client / SSG,Framework / web toolkit,Rust,Rust,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
590,V,Volt,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Ruby,Ruby,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/markets/awesome-ruby
591,V,Vroom,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
